timestamps,TP9,Fp1,Fp2,TP10,Marker
1685051970.1792374,-928.7109375,725.09765625,-150.390625,-1000.0,0
1685051970.1828861,820.80078125,976.5625,-54.6875,-721.19140625,0
1685051970.1865346,-516.11328125,-314.94140625,-157.71484375,641.11328125,0
1685051970.1901834,-1000.0,-1000.0,-321.2890625,-926.26953125,0
1685051970.193832,-221.6796875,-770.99609375,-264.16015625,-229.4921875,0
1685051970.1974807,996.09375,495.60546875,-42.48046875,-1000.0,0
1685051970.2011294,-984.375,-894.04296875,203.61328125,-830.56640625,0
1685051970.204778,-164.55078125,-111.81640625,-20.5078125,428.7109375,0
1685051970.2084267,-1000.0,-1000.0,-408.69140625,-810.546875,0
1685051970.2120752,-380.859375,-901.3671875,-327.63671875,6.34765625,0
1685051970.215724,911.1328125,275.87890625,-135.25390625,-1000.0,0
1685051970.2194748,-910.64453125,-828.125,-94.23828125,-1000.0,0
1685051970.2232256,22.94921875,26.3671875,-223.14453125,11.23046875,0
1685051970.2269762,-1000.0,-1000.0,-339.35546875,-782.71484375,0
1685051970.230727,-523.4375,-989.2578125,-342.28515625,124.51171875,0
1685051970.2344778,830.56640625,99.609375,-195.3125,-1000.0,0
1685051970.2382283,-865.72265625,-807.6171875,-18.06640625,-1000.0,0
1685051970.2419791,173.33984375,133.7890625,19.04296875,-61.03515625,0
1685051970.24573,-1000.0,-1000.0,-133.7890625,-788.0859375,0
1685051970.2494807,-780.2734375,-1000.0,-377.44140625,149.4140625,0
1685051970.2532315,586.9140625,-55.17578125,-220.21484375,-1000.0,0
1685051970.256982,-816.40625,-810.05859375,11.71875,-1000.0,0
1685051970.260733,165.0390625,272.4609375,-130.37109375,-198.2421875,0
1685051970.2656631,-1000.0,-983.3984375,-381.34765625,-816.89453125,0
1685051970.2705936,-935.546875,-1000.0,-372.55859375,334.9609375,0
1685051970.275524,357.91015625,-144.04296875,-173.828125,-966.30859375,0
1685051970.2804542,-783.69140625,-836.42578125,-41.015625,-1000.0,0
1685051970.2853847,196.2890625,412.109375,-138.18359375,-208.0078125,0
1685051970.290315,-1000.0,-882.32421875,-246.58203125,-861.328125,0
1685051970.2952452,-1000.0,-1000.0,-171.875,601.5625,0
1685051970.3001757,133.30078125,-206.0546875,-158.69140625,-773.4375,0
1685051970.305106,-774.4140625,-884.765625,-47.36328125,-1000.0,0
1685051970.3100362,373.046875,586.42578125,25.87890625,-195.80078125,0
1685051970.3149667,-927.734375,-710.9375,-205.56640625,-944.82421875,0
1685051970.319897,-1000.0,-1000.0,-393.5546875,884.27734375,0
1685051970.323726,-69.82421875,-304.6875,-287.109375,-416.9921875,0
1685051970.3275547,-861.328125,-981.93359375,13.18359375,-1000.0,0
1685051970.3313837,707.51953125,837.40234375,46.38671875,-160.15625,0
1685051970.3352127,-701.171875,-463.37890625,-274.90234375,-966.796875,0
1685051970.3390415,-1000.0,-1000.0,-372.0703125,949.70703125,0
1685051970.3428705,78.61328125,-184.5703125,-140.13671875,-176.26953125,0
1685051970.3466995,-959.9609375,936.03515625,26.3671875,-1000.0,0
1685051970.3505282,927.734375,956.54296875,-41.9921875,-281.25,0
1685051970.3543572,-314.453125,-209.47265625,-228.515625,999.0234375,0
1685051970.3581862,-1000.0,-1000.0,-243.65234375,-991.69921875,0
1685051970.362015,-177.734375,-507.32421875,-126.953125,-193.359375,0
1685051970.365844,-992.67578125,807.6171875,-36.1328125,-1000.0,0
1685051970.3695753,-961.9140625,-941.40625,-17.08984375,-852.05078125,0
1685051970.3733065,-122.55859375,-86.42578125,-105.95703125,479.98046875,0
1685051970.3770378,-1000.0,-1000.0,-306.640625,-880.37109375,0
1685051970.380769,-175.78125,-697.265625,-375.0,-286.1328125,0
1685051970.3845003,999.51171875,584.47265625,-143.06640625,-1000.0,0
1685051970.3882315,-942.3828125,-868.1640625,23.4375,-1000.0,0
1685051970.3919628,18.06640625,-5.859375,-131.8359375,-52.734375,0
1685051970.395694,-1000.0,-1000.0,-404.296875,-826.66015625,0
1685051970.3994253,-325.1953125,-884.765625,-331.0546875,-125.0,0
1685051970.4031565,940.4296875,301.7578125,-11.71875,-1000.0,0
1685051970.4068878,-910.15625,-818.359375,-49.31640625,-1000.0,0
1685051970.410619,144.04296875,77.63671875,-280.2734375,-217.7734375,0
1685051970.4143684,-1000.0,-1000.0,-358.3984375,-816.89453125,0
1685051970.4181178,-562.5,-1000.0,-312.98828125,120.60546875,0
1685051970.4218674,814.453125,57.12890625,-226.07421875,-1000.0,0
1685051970.4256167,-859.86328125,-807.12890625,-157.71484375,-1000.0,0
1685051970.429366,183.10546875,155.76171875,-122.0703125,-192.87109375,0
1685051970.4331155,-1000.0,-1000.0,-228.02734375,-812.98828125,0
1685051970.4368649,-855.95703125,-1000.0,-371.09375,170.41015625,0
1685051970.4406142,485.83984375,-114.74609375,-289.55078125,-1000.0,0
1685051970.4443636,-799.31640625,-812.5,6.34765625,-1000.0,0
1685051970.4481132,149.4140625,254.39453125,-10.7421875,-242.67578125,0
1685051970.4518626,-1000.0,-988.28125,-385.25390625,-826.171875,0
1685051970.455612,-1000.0,-1000.0,-429.19921875,303.7109375,0
1685051970.4593441,169.921875,-223.6328125,-248.046875,-980.46875,0
1685051970.4630766,-769.04296875,-848.6328125,-114.74609375,-1000.0,0
1685051970.4668088,173.33984375,395.99609375,-182.6171875,-263.671875,0
1685051970.470541,-1000.0,-897.94921875,-306.15234375,-844.7265625,0
1685051970.4742732,-1000.0,-1000.0,-290.52734375,434.5703125,0
1685051970.4780054,-20.01953125,-305.6640625,-167.48046875,-913.0859375,0
1685051970.4817379,-784.66796875,-915.52734375,-50.29296875,-1000.0,0
1685051970.48547,375.9765625,586.9140625,-44.921875,-355.46875,0
1685051970.4892023,-932.12890625,-730.46875,-115.234375,-909.1796875,0
1685051970.4929347,-1000.0,-1000.0,-332.51953125,569.3359375,0
1685051970.496667,-143.5546875,-374.0234375,-324.21875,-821.77734375,0
1685051970.500399,-850.5859375,994.62890625,-60.546875,-1000.0,0
1685051970.504188,619.140625,794.921875,-44.43359375,-636.23046875,0
1685051970.507977,-756.34765625,-497.55859375,-280.2734375,848.14453125,0
1685051970.511766,-1000.0,-1000.0,-387.20703125,794.43359375,0
1685051970.5155547,-190.91796875,-458.49609375,-270.99609375,-674.8046875,0
1685051970.5193436,-959.9609375,873.53515625,-64.94140625,-1000.0,0
1685051970.5231326,928.7109375,970.21484375,22.94921875,-841.30859375,0
1685051970.5269215,-349.12109375,-239.2578125,-151.85546875,472.16796875,0
1685051970.5307105,-1000.0,-1000.0,-166.50390625,-881.34765625,0
1685051970.5344992,-169.921875,-560.546875,-32.71484375,-261.23046875,0
1685051970.538288,993.65234375,738.28125,-66.40625,-1000.0,0
1685051970.542077,-940.4296875,-909.66796875,-33.203125,-1000.0,0
1685051970.545866,-23.4375,-29.78515625,-153.3203125,168.9453125,0
1685051970.5495915,-1000.0,-1000.0,-350.09765625,-846.19140625,0
1685051970.553317,-172.8515625,-657.2265625,-328.125,-242.1875,0
1685051970.5570428,985.83984375,615.72265625,-91.30859375,-1000.0,0
1685051970.5607684,-914.55078125,-846.19140625,26.3671875,-1000.0,0
1685051970.564494,212.40234375,131.34765625,-154.296875,-103.515625,0
1685051970.5682197,-1000.0,-1000.0,-291.015625,-795.8984375,0
1685051970.5719452,-217.7734375,-790.0390625,-216.30859375,79.1015625,0
1685051970.5756707,996.58203125,456.54296875,74.21875,-1000.0,0
1685051970.5793962,-924.31640625,-823.73046875,101.07421875,-1000.0,0
1685051970.5831218,230.95703125,233.88671875,-183.10546875,-196.2890625,0
1685051970.5868475,-1000.0,-1000.0,-274.4140625,-814.453125,0
1685051970.590573,-392.08984375,-943.84765625,-232.421875,143.06640625,0
1685051970.594337,929.19921875,236.81640625,-182.12890625,-1000.0,0
1685051970.5981011,-899.90234375,-813.96484375,-78.125,-1000.0,0
1685051970.601865,206.54296875,280.76171875,-138.671875,-243.65234375,0
1685051970.605629,-1000.0,-969.23828125,-346.19140625,-825.1953125,0
1685051970.6093931,-757.8125,-1000.0,-416.50390625,165.52734375,0
1685051970.613157,618.1640625,-74.21875,-234.375,-1000.0,0
1685051970.616921,-814.94140625,-815.4296875,69.82421875,-1000.0,0
1685051970.620685,140.13671875,288.57421875,16.11328125,-320.3125,0
1685051970.624449,-1000.0,-956.54296875,-385.7421875,-851.5625,0
1685051970.628213,-1000.0,-1000.0,-447.75390625,225.5859375,0
1685051970.631977,21.97265625,-320.80078125,-245.60546875,-1000.0,0
1685051970.635741,-774.4140625,-871.58203125,-124.0234375,-1000.0,0
1685051970.6406803,135.7421875,315.4296875,-225.09765625,-478.02734375,0
1685051970.6456199,-1000.0,-977.05078125,-401.3671875,-928.7109375,0
1685051970.6505592,-1000.0,-1000.0,-425.29296875,345.703125,0
1685051970.6554987,-256.34765625,-616.69921875,-372.55859375,-989.2578125,0
1685051970.660438,-829.58984375,903.80859375,-254.39453125,-1000.0,0
1685051970.6653776,159.66796875,372.0703125,-173.33984375,-696.77734375,0
1685051970.670317,-1000.0,-1000.0,-259.765625,887.20703125,0
1685051970.6752563,-1000.0,-1000.0,-480.46875,466.796875,0
1685051970.6801958,-489.2578125,-970.703125,-498.53515625,-1000.0,0
1685051970.6851351,-925.29296875,440.91796875,-256.8359375,-969.23828125,0
1685051970.6900747,199.70703125,427.734375,-235.83984375,-1000.0,0
1685051970.695014,-1000.0,-1000.0,-486.328125,99.12109375,0
1685051970.6986952,-1000.0,-956.54296875,-600.5859375,507.8125,0
1685051970.7023764,-952.63671875,-1000.0,-409.66796875,-969.7265625,0
1685051970.7060578,589.35546875,59.08203125,-240.72265625,-972.16796875,0
1685051970.709739,301.7578125,455.078125,-327.63671875,-1000.0,0
1685051970.7134202,-1000.0,-1000.0,-506.34765625,-104.00390625,0
1685051970.7171016,-930.6640625,-960.44921875,-576.171875,548.33984375,0
1685051970.7207828,-1000.0,-1000.0,-500.0,-956.0546875,0
1685051970.724464,134.27734375,-128.41796875,-400.87890625,-985.3515625,0
1685051970.7281451,345.703125,479.4921875,-357.421875,-1000.0,0
1685051970.7318263,-1000.0,-960.44921875,-371.09375,-169.921875,0
1685051970.7355077,-930.6640625,-980.46875,-530.2734375,505.37109375,0
1685051970.739189,-1000.0,-1000.0,-646.97265625,-966.796875,0
1685051970.74435,-81.54296875,-282.2265625,-448.73046875,-991.69921875,0
1685051970.7495108,420.8984375,529.296875,-311.5234375,-1000.0,0
1685051970.7546716,-1000.0,-825.1953125,-428.7109375,-674.31640625,0
1685051970.7598326,-959.47265625,-1000.0,-614.2578125,272.4609375,0
1685051970.7649937,-1000.0,-1000.0,-623.53515625,-750.9765625,0
1685051970.7701545,-117.67578125,-445.3125,-278.3203125,-1000.0,0
1685051970.7753153,648.4375,698.2421875,-184.5703125,-983.88671875,0
1685051970.7804763,-886.23046875,-510.7421875,-475.09765625,-958.49609375,0
1685051970.7856374,-1000.0,-1000.0,-582.03125,485.3515625,0
1685051970.7907982,-1000.0,-1000.0,-513.671875,-71.77734375,0
1685051970.795959,-260.25390625,-491.2109375,-442.3828125,-1000.0,0
1685051970.80112,-878.90625,-985.3515625,-307.12890625,-1000.0,0
1685051970.8035936,-166.9921875,20.99609375,-334.47265625,-445.80078125,0
1685051970.8060675,-1000.0,-1000.0,-525.87890625,-898.92578125,0
1685051970.808541,-1000.0,-1000.0,-615.72265625,212.40234375,0
1685051970.8110147,-26.3671875,-240.234375,-402.34375,-1000.0,0
1685051970.8134885,-847.65625,-938.4765625,-130.37109375,-991.69921875,0
1685051970.815962,428.7109375,681.640625,-146.97265625,-54.19921875,0
1685051970.8184357,-1000.0,-700.1953125,-330.078125,-930.17578125,0
1685051970.8209095,-409.66796875,-895.99609375,-386.23046875,808.10546875,0
1685051970.823383,-968.26171875,556.15234375,-161.62109375,-624.0234375,0
1685051970.8258567,961.42578125,-946.2890625,22.94921875,-1000.0,0
1685051970.8283305,927.734375,913.57421875,-63.96484375,316.89453125,0
1685051970.830804,978.02734375,956.0546875,-236.81640625,-995.60546875,0
1685051970.8345332,966.796875,947.75390625,-83.0078125,-885.25390625,0
1685051970.838262,967.28515625,971.6796875,118.65234375,171.38671875,0
1685051970.841991,967.28515625,967.28515625,102.5390625,-434.08203125,0
1685051970.84572,967.28515625,967.7734375,92.28515625,955.56640625,0
1685051970.8494492,967.28515625,967.7734375,-59.08203125,-978.02734375,0
1685051970.853178,967.28515625,967.7734375,-112.79296875,915.0390625,0
1685051970.856907,967.28515625,967.7734375,0.0,979.98046875,0
1685051970.860636,967.28515625,967.7734375,100.5859375,967.7734375,0
1685051970.864365,966.796875,967.7734375,183.10546875,967.7734375,0
1685051970.868094,966.796875,967.7734375,-116.69921875,967.7734375,0
1685051970.8718228,967.28515625,967.7734375,-423.828125,967.7734375,0
1685051970.875552,967.28515625,968.26171875,-228.02734375,967.7734375,0
1685051970.8793063,966.796875,965.8203125,-104.4921875,967.7734375,0
1685051970.8830607,967.28515625,970.703125,-296.875,967.7734375,0
1685051970.886815,967.28515625,962.890625,-498.046875,967.7734375,0
1685051970.8905697,967.28515625,941.89453125,-554.6875,967.7734375,0
1685051970.894324,967.28515625,969.23828125,-465.33203125,967.7734375,0
1685051970.8980784,967.28515625,942.3828125,-277.34375,967.7734375,0
1685051970.9018328,967.28515625,996.58203125,-318.359375,967.7734375,0
1685051970.9055872,967.28515625,934.08203125,-404.296875,967.7734375,0
1685051970.9093418,967.28515625,147.4609375,-493.1640625,967.7734375,0
1685051970.9130962,973.6328125,464.35546875,-587.40234375,967.7734375,0
1685051970.9168506,925.29296875,-974.609375,-385.7421875,967.7734375,0
1685051970.920605,-981.93359375,976.5625,-320.3125,967.7734375,0
1685051970.9243698,940.4296875,833.984375,-553.7109375,967.7734375,0
1685051970.9281344,92.7734375,-657.71484375,-758.7890625,967.7734375,0
1685051970.931899,622.0703125,-340.8203125,-670.41015625,967.7734375,0
1685051970.935664,-945.80078125,-976.07421875,-468.26171875,967.7734375,0
1685051970.9394288,941.40625,-1000.0,-442.3828125,967.7734375,0
1685051970.9431934,958.984375,563.96484375,-554.6875,973.6328125,0
1685051970.946958,-629.8828125,-819.82421875,-633.30078125,941.89453125,0
1685051970.950723,-316.89453125,-737.79296875,-549.31640625,-967.7734375,0
1685051970.9544878,-961.9140625,658.203125,-508.7890625,770.5078125,0
1685051970.9582524,-967.28515625,-872.55859375,-514.6484375,609.86328125,0
1685051970.962017,696.77734375,477.05078125,-552.24609375,974.12109375,0
1685051970.965782,-923.828125,-837.40234375,-686.03515625,923.828125,0
1685051970.969643,-373.046875,-1000.0,-726.5625,-861.81640625,0
1685051970.9735045,997.0703125,172.8515625,-619.62890625,-128.90625,0
1685051970.9773657,-963.37890625,-837.40234375,-393.5546875,-532.2265625,0
1685051970.981227,674.31640625,461.9140625,-446.77734375,935.546875,0
1685051970.985088,-894.04296875,-810.05859375,-729.98046875,-957.03125,0
1685051970.9889493,-747.55859375,-1000.0,-752.9296875,820.80078125,0
1685051970.9928107,747.0703125,-144.53125,-440.91796875,-426.7578125,0
1685051970.996672,-886.23046875,-862.79296875,-267.578125,-1000.0,0
1685051971.000533,630.37109375,533.69140625,-527.34375,-228.02734375,0
1685051971.0043945,-765.625,-752.9296875,-714.84375,-849.609375,0
1685051971.0082557,-1000.0,-1000.0,-745.1171875,490.234375,0
1685051971.012117,249.51171875,-315.4296875,-645.99609375,-892.08984375,0
1685051971.0168912,-831.54296875,-930.6640625,-514.16015625,-1000.0,0
1685051971.0216656,654.296875,632.32421875,-497.0703125,-958.49609375,0
1685051971.02644,-670.41015625,-688.96484375,-604.98046875,515.13671875,0
1685051971.0312142,-1000.0,-1000.0,-760.25390625,390.625,0
1685051971.0359886,-71.2890625,-517.578125,-704.1015625,-1000.0,0
1685051971.040763,-894.04296875,886.23046875,-424.8046875,-919.43359375,0
1685051971.0455372,804.6875,794.43359375,-182.6171875,-1000.0,0
1685051971.0503116,-506.34765625,-569.82421875,-427.24609375,-308.10546875,0
1685051971.055086,-1000.0,-1000.0,-775.87890625,165.52734375,0
1685051971.0598602,-192.87109375,-758.30078125,-654.78515625,-1000.0,0
1685051971.0646346,-960.9375,574.21875,-446.2890625,-1000.0,0
1685051971.069409,936.5234375,953.61328125,-461.9140625,-1000.0,0
1685051971.0732431,-330.56640625,-429.19921875,-628.41796875,-922.36328125,0
1685051971.0770774,-1000.0,-1000.0,-695.80078125,-681.640625,0
1685051971.0809116,-230.46875,-934.5703125,-645.99609375,-967.28515625,0
1685051971.084746,996.09375,252.9296875,-508.7890625,-1000.0,0
1685051971.0885801,-980.46875,-937.5,-436.5234375,-981.93359375,0
1685051971.0924144,-150.87890625,-272.4609375,-416.50390625,-1000.0,0
1685051971.0962489,-1000.0,-1000.0,-502.44140625,-997.0703125,0
1685051971.100083,-471.19140625,-1000.0,-668.45703125,-1000.0,0
1685051971.1039174,870.1171875,-14.16015625,-533.203125,-1000.0,0
1685051971.1077516,-899.4140625,-860.3515625,-327.63671875,-1000.0,0
1685051971.1115859,-41.50390625,-92.7734375,-476.07421875,-1000.0,0
1685051971.11542,-1000.0,-1000.0,-754.8828125,-1000.0,0
1685051971.119183,-767.08984375,-1000.0,-737.3046875,-1000.0,0
1685051971.1229458,566.40625,-182.6171875,-502.44140625,-1000.0,0
