timestamps,TP9,Fp1,Fp2,TP10,Marker
1685051971.1267087,-812.5,-835.44921875,-400.87890625,-1000.0,0
1685051971.1304717,61.5234375,29.296875,-533.69140625,-1000.0,0
1685051971.1342347,-1000.0,-1000.0,-679.6875,-1000.0,0
1685051971.1379976,-1000.0,-1000.0,-634.27734375,-1000.0,0
1685051971.1417603,145.01953125,-322.75390625,-449.21875,-1000.0,0
1685051971.1455233,-765.625,-860.83984375,-378.41796875,-1000.0,0
1685051971.1492863,133.7890625,127.9296875,-457.51953125,-1000.0,0
1685051971.153049,-1000.0,-1000.0,-435.05859375,-1000.0,0
1685051971.156812,-1000.0,-1000.0,-569.82421875,-1000.0,0
1685051971.160575,-126.46484375,-481.4453125,-605.46875,-1000.0,0
1685051971.1655684,-798.33984375,-951.66015625,-385.25390625,-1000.0,0
1685051971.1705616,152.34375,231.93359375,-425.78125,-1000.0,0
1685051971.175555,-1000.0,-1000.0,-687.01171875,-1000.0,0
1685051971.1805482,-1000.0,-1000.0,-761.71875,-1000.0,0
1685051971.1855416,-256.34765625,-693.84765625,-570.80078125,-1000.0,0
1685051971.190535,-830.078125,837.890625,-346.19140625,-1000.0,0
1685051971.1955283,168.45703125,355.95703125,-404.78515625,-1000.0,0
1685051971.2005217,-1000.0,-1000.0,-670.8984375,-1000.0,0
1685051971.205515,-1000.0,-1000.0,-589.35546875,-1000.0,0
1685051971.2105083,-291.9921875,-896.484375,-410.64453125,-1000.0,0
1685051971.2155015,-839.84375,562.98828125,-428.7109375,-1000.0,0
1685051971.220495,224.12109375,476.5625,-405.2734375,-1000.0,0
1685051971.2230072,-1000.0,-1000.0,-517.578125,-1000.0,0
1685051971.2255194,-1000.0,-991.69921875,-685.546875,-1000.0,0
1685051971.2280316,-556.15234375,-1000.0,-668.45703125,-1000.0,0
1685051971.230544,-962.890625,236.328125,-434.08203125,-1000.0,0
1685051971.2330563,390.13671875,600.5859375,-355.95703125,-1000.0,0
1685051971.2355685,-998.046875,-916.015625,-514.6484375,-1000.0,0
1685051971.2380807,-1000.0,-991.2109375,-638.18359375,-1000.0,0
1685051971.240593,-874.51171875,-1000.0,-568.359375,-1000.0,0
1685051971.2431054,681.15234375,-13.671875,-365.234375,-1000.0,0
1685051971.2456176,610.83984375,742.1875,-368.65234375,-1000.0,0
1685051971.2481298,-964.84375,-756.8359375,-574.21875,-1000.0,0
1685051971.250642,-996.58203125,-1000.0,-626.953125,-1000.0,0
1685051971.2544112,-1000.0,-1000.0,-389.6484375,-1000.0,0
1685051971.2581806,243.1640625,-158.203125,-332.51953125,-1000.0,0
1685051971.2619498,800.29296875,872.55859375,-364.2578125,-1000.0,0
1685051971.265719,-831.54296875,-563.96484375,-421.875,-1000.0,0
1685051971.2694883,-1000.0,-1000.0,-614.2578125,-1000.0,0
1685051971.2732575,-1000.0,-1000.0,-602.05078125,-1000.0,0
1685051971.2770267,-48.828125,-302.734375,-426.7578125,-1000.0,0
1685051971.280796,957.03125,937.01171875,-196.77734375,-1000.0,0
1685051971.2845652,-575.68359375,-373.53515625,-255.37109375,-1000.0,0
1685051971.2883344,-1000.0,-1000.0,-634.765625,-1000.0,0
1685051971.2921038,-1000.0,-1000.0,-667.48046875,-1000.0,0
1685051971.295873,-234.375,-486.81640625,-450.68359375,-1000.0,0
1685051971.2997186,-929.19921875,922.36328125,-328.61328125,-1000.0,0
1685051971.3035643,-310.546875,-157.71484375,-402.83203125,-1000.0,0
1685051971.30741,-1000.0,-1000.0,-539.0625,-1000.0,0
1685051971.3112557,-1000.0,-1000.0,-561.03515625,-1000.0,0
1685051971.3151014,-261.71875,-724.609375,-452.63671875,-1000.0,0
1685051971.3189468,-876.46484375,739.74609375,-282.71484375,-1000.0,0
1685051971.3227925,-178.22265625,5.859375,-278.80859375,-1000.0,0
1685051971.3266382,-1000.0,-1000.0,-405.76171875,-1000.0,0
1685051971.330484,-1000.0,-986.328125,-571.2890625,-1000.0,0
1685051971.3343296,-513.18359375,-944.82421875,-552.734375,-1000.0,0
1685051971.3381753,-957.51953125,467.7734375,-290.0390625,-1000.0,0
1685051971.342021,-33.203125,123.046875,-278.3203125,-1000.0,0
1685051971.3456614,-1000.0,-1000.0,-533.69140625,-1000.0,0
1685051971.349302,-1000.0,-950.1953125,-649.4140625,-1000.0,0
1685051971.3529425,-833.49609375,-1000.0,-479.00390625,-1000.0,0
1685051971.3565829,757.32421875,183.10546875,-268.5546875,-1000.0,0
1685051971.3602235,136.71875,161.1328125,-252.44140625,-1000.0,0
1685051971.363864,-1000.0,-1000.0,-432.12890625,-1000.0,0
1685051971.3675044,-937.01171875,-938.4765625,-429.6875,-1000.0,0
1685051971.371145,-1000.0,-1000.0,-266.11328125,-1000.0,0
1685051971.3747854,312.98828125,-80.56640625,-290.52734375,-1000.0,0
1685051971.3784258,274.4140625,103.02734375,-308.59375,-1000.0,0
1685051971.3820665,-1000.0,-1000.0,-441.89453125,-1000.0,0
1685051971.385707,-927.24609375,-947.75390625,-609.86328125,-1000.0,0
1685051971.3906138,-1000.0,-1000.0,-567.3828125,-1000.0,0
1685051971.3955207,50.78125,-276.85546875,-342.7734375,-1000.0,0
1685051971.4004278,280.76171875,4.39453125,-240.234375,-1000.0,0
1685051971.4053347,-1000.0,-1000.0,-442.87109375,-1000.0,0
1685051971.4102416,-936.03515625,-960.9375,-615.72265625,-1000.0,0
1685051971.4151485,-1000.0,-1000.0,-477.05078125,-1000.0,0
1685051971.4200554,-88.8671875,-426.7578125,-113.76953125,-1000.0,0
1685051971.4249623,253.41796875,-83.0078125,-87.40234375,-1000.0,0
1685051971.4298692,-1000.0,-1000.0,-401.3671875,-1000.0,0
1685051971.4347763,-947.75390625,-976.5625,-511.23046875,-1000.0,0
1685051971.4396832,-1000.0,-1000.0,-452.1484375,-1000.0,0
1685051971.44459,-88.8671875,-568.359375,-355.46875,-1000.0,0
1685051971.4484296,253.41796875,-185.05859375,-252.9296875,-1000.0,0
1685051971.4522688,-1000.0,-993.1640625,-264.6484375,-1000.0,0
1685051971.4561083,-937.5,-996.58203125,-430.17578125,-1000.0,0
1685051971.4599478,-1000.0,-1000.0,-544.43359375,-1000.0,0
1685051971.463787,-295.41015625,-743.1640625,-369.140625,-1000.0,0
1685051971.4676266,167.48046875,-367.67578125,-136.23046875,-1000.0,0
1685051971.471466,-1000.0,-955.078125,-203.61328125,-1000.0,0
1685051971.4753053,-962.890625,-1000.0,-504.39453125,-1000.0,0
1685051971.4791448,-1000.0,-1000.0,-549.31640625,-1000.0,0
1685051971.4829843,-621.09375,-893.5546875,-175.29296875,-1000.0,0
1685051971.4868236,-105.95703125,-569.82421875,38.57421875,-1000.0,0
1685051971.490663,-992.67578125,-921.38671875,-261.71875,-1000.0,0
1685051971.494398,-1000.0,-1000.0,-454.1015625,-1000.0,0
1685051971.498133,-996.09375,-999.0234375,-458.0078125,-1000.0,0
1685051971.501868,-945.3125,-973.14453125,-363.76953125,-1000.0,0
1685051971.505603,-694.3359375,-711.9140625,-214.35546875,-1000.0,0
1685051971.509338,-956.54296875,-904.78515625,-215.33203125,-1000.0,0
1685051971.513073,-1000.0,-1000.0,-311.03515625,-1000.0,0
1685051971.516808,-980.46875,-988.28125,-416.9921875,-1000.0,0
1685051971.5205429,-1000.0,-1000.0,-393.5546875,-1000.0,0
1685051971.524278,-1000.0,-819.82421875,-131.8359375,-1000.0,0
1685051971.528013,-1000.0,-907.71484375,-24.4140625,-1000.0,0
1685051971.5317478,-1000.0,-1000.0,-311.5234375,-1000.0,0
1685051971.535483,-1000.0,-985.83984375,-438.4765625,-1000.0,0
1685051971.539321,-1000.0,-1000.0,-242.67578125,-1000.0,0
1685051971.543159,-1000.0,-809.08203125,-55.6640625,-1000.0,0
1685051971.5469968,-1000.0,-848.6328125,-151.3671875,-1000.0,0
1685051971.550835,-1000.0,-1000.0,-338.8671875,-1000.0,0
1685051971.554673,-1000.0,-980.46875,-401.85546875,-1000.0,0
1685051971.5585108,-1000.0,-1000.0,-247.0703125,-1000.0,0
1685051971.5623488,-1000.0,-770.5078125,-63.96484375,-1000.0,0
1685051971.566187,-1000.0,-761.23046875,-92.28515625,-1000.0,0
1685051971.570025,-1000.0,-1000.0,-109.86328125,-1000.0,0
1685051971.573863,-1000.0,-973.6328125,-196.77734375,-1000.0,0
1685051971.5777009,-1000.0,-1000.0,-313.96484375,-1000.0,0
1685051971.581539,-1000.0,-705.56640625,-104.98046875,-1000.0,0
1685051971.5852697,-1000.0,-621.58203125,29.296875,-1000.0,0
1685051971.5890007,-999.51171875,-1000.0,-112.79296875,-1000.0,0
1685051971.5927315,-1000.0,-970.21484375,-324.21875,-1000.0,0
1685051971.5964622,-1000.0,-1000.0,-278.80859375,-1000.0,0
1685051971.600193,-978.02734375,-665.0390625,13.671875,-1000.0,0
1685051971.6039238,-988.28125,-491.2109375,138.18359375,-1000.0,0
1685051971.6076548,-1000.0,-1000.0,-57.12890625,-1000.0,0
1685051971.6113856,-946.77734375,-966.796875,-222.65625,-1000.0,0
1685051971.6151164,-1000.0,-1000.0,-83.0078125,-1000.0,0
1685051971.6188474,-415.0390625,-651.85546875,14.16015625,-988.28125,0
1685051971.6225781,-203.61328125,-296.38671875,43.9453125,-1000.0,0
1685051971.626309,-1000.0,-986.328125,11.23046875,-990.72265625,0
1685051971.629975,-926.26953125,-983.3984375,-168.9453125,-782.71484375,0
1685051971.6336415,-1000.0,-1000.0,-250.9765625,-937.01171875,0
1685051971.6373076,-431.15234375,-708.49609375,-47.8515625,-1000.0,0
1685051971.640974,42.48046875,1.953125,201.171875,-1000.0,0
1685051971.6446402,-1000.0,-759.765625,111.328125,-1000.0,0
1685051971.6483064,-950.1953125,-1000.0,-86.42578125,15.625,0
1685051971.6519728,-1000.0,-1000.0,-136.23046875,-357.421875,0
1685051971.655639,-444.82421875,-824.70703125,144.53125,-1000.0,0
1685051971.6593053,295.41015625,304.19921875,393.5546875,-935.05859375,0
1685051971.6629715,-957.51953125,-344.7265625,122.55859375,-1000.0,0
1685051971.666638,-993.1640625,-1000.0,-114.2578125,333.49609375,0
1685051971.670304,-1000.0,-997.0703125,-130.859375,246.58203125,0
1685051971.6740768,-649.4140625,-912.109375,5.37109375,-1000.0,0
1685051971.6778495,631.8359375,521.97265625,159.1796875,-1000.0,0
1685051971.6816223,-475.09765625,84.9609375,167.96875,-766.11328125,0
1685051971.685395,-1000.0,-1000.0,-12.20703125,817.87109375,0
1685051971.6891677,-913.57421875,-942.87109375,-86.9140625,303.7109375,0
1685051971.6929405,-659.66796875,-932.12890625,107.91015625,-1000.0,0
1685051971.6967132,666.015625,423.828125,286.1328125,-1000.0,0
1685051971.700486,-56.640625,236.328125,464.84375,-391.6015625,0
1685051971.7042587,-1000.0,-1000.0,209.9609375,-921.875,0
1685051971.7080314,-940.4296875,-957.51953125,-134.765625,621.58203125,0
1685051971.7118042,-1000.0,-1000.0,28.80859375,-771.484375,0
1685051971.715577,430.6640625,259.765625,231.4453125,-1000.0,0
1685051971.720423,241.69921875,370.1171875,189.94140625,-423.828125,0
1685051971.7252693,-1000.0,-1000.0,-12.6953125,909.66796875,0
1685051971.7301154,-943.84765625,-962.40234375,-84.47265625,-961.9140625,0
1685051971.7349615,-1000.0,-1000.0,17.08984375,-203.125,0
1685051971.7398078,261.71875,123.046875,173.33984375,-1000.0,0
1685051971.744654,318.359375,534.1796875,268.5546875,-263.671875,0
1685051971.7495,-1000.0,-961.9140625,245.1171875,940.91796875,0
1685051971.7543464,-944.3359375,-987.79296875,120.60546875,-896.97265625,0
1685051971.7591925,-1000.0,-1000.0,28.80859375,185.546875,0
1685051971.7640386,164.0625,-5.859375,189.94140625,-1000.0,0
1685051971.768885,391.11328125,793.45703125,331.54296875,-202.1484375,0
1685051971.773731,-1000.0,-691.40625,167.48046875,996.09375,0
1685051971.778761,-944.82421875,-1000.0,-75.68359375,-917.48046875,0
1685051971.7837908,-1000.0,-1000.0,-15.625,276.3671875,0
1685051971.7888207,68.84765625,-113.76953125,220.21484375,-1000.0,0
1685051971.7938507,645.01953125,-985.3515625,294.921875,-238.28125,0
1685051971.7988806,-942.87109375,-355.95703125,143.06640625,986.328125,0
1685051971.8039105,-999.51171875,-1000.0,62.5,-939.94140625,0
1685051971.8089404,-1000.0,-1000.0,158.69140625,591.796875,0
1685051971.8139703,-69.82421875,-186.03515625,241.2109375,-995.60546875,0
1685051971.8190002,998.046875,-856.93359375,264.16015625,-287.59765625,0
1685051971.8240302,-505.859375,-43.9453125,235.3515625,-945.80078125,0
1685051971.82906,-1000.0,-1000.0,129.39453125,938.4765625,0
1685051971.83409,-1000.0,-1000.0,31.73828125,-985.3515625,0
1685051971.8367362,-191.40625,-222.16796875,147.94921875,-409.66796875,0
1685051971.8393822,-834.47265625,-825.68359375,402.34375,-341.30859375,0
1685051971.8420281,-88.37890625,137.6953125,374.0234375,-895.5078125,0
1685051971.8446743,-1000.0,-1000.0,66.89453125,882.32421875,0
1685051971.8473206,-1000.0,-1000.0,-15.625,-867.67578125,0
1685051971.8499665,-216.30859375,-246.09375,279.78515625,224.12109375,0
1685051971.8526125,-810.546875,-838.37890625,501.953125,-213.37890625,0
1685051971.8552587,166.015625,315.91796875,304.19921875,-966.30859375,0
1685051971.857905,-1000.0,-967.28515625,64.94140625,923.828125,0
1685051971.8605509,-1000.0,-1000.0,67.3828125,-894.04296875,0
1685051971.8631968,-187.5,-240.234375,197.265625,359.86328125,0
1685051971.865843,-812.98828125,-889.16015625,319.3359375,-135.25390625,0
1685051971.8695621,164.55078125,577.1484375,324.21875,993.65234375,0
1685051971.8732815,-1000.0,-731.4453125,300.78125,978.02734375,0
1685051971.8770006,-1000.0,-1000.0,183.10546875,976.07421875,0
1685051971.8807197,-209.47265625,-225.09765625,114.74609375,879.39453125,0
1685051971.884439,-829.1015625,-963.37890625,338.37890625,563.96484375,0
1685051971.888158,495.1171875,865.234375,437.98828125,913.57421875,0
1685051971.8918772,-887.20703125,-341.796875,242.67578125,-992.67578125,0
1685051971.8955965,-1000.0,-1000.0,30.2734375,942.3828125,0
1685051971.8993156,-134.765625,-208.984375,164.55078125,973.6328125,0
1685051971.9030347,-959.47265625,987.3046875,516.11328125,967.7734375,0
1685051971.906754,965.33203125,-962.40234375,447.265625,967.7734375,0
1685051971.910473,-281.73828125,13.18359375,159.66796875,967.7734375,0
1685051971.9142056,-1000.0,-1000.0,104.4921875,967.7734375,0
1685051971.9179378,-70.80078125,-211.42578125,160.15625,967.7734375,0
1685051971.92167,994.62890625,974.12109375,296.38671875,967.7734375,0
1685051971.9254024,-920.8984375,-916.015625,408.203125,967.7734375,0
1685051971.9291348,194.82421875,276.85546875,338.37890625,967.7734375,0
1685051971.932867,-1000.0,-1000.0,229.98046875,967.7734375,0
1685051971.9365993,-123.046875,-245.1171875,172.8515625,967.7734375,0
1685051971.9403317,-981.4453125,990.72265625,265.625,967.7734375,0
1685051971.9440641,-924.31640625,-953.61328125,517.578125,967.7734375,0
1685051971.9477963,240.72265625,572.75390625,429.19921875,967.7734375,0
1685051971.9515285,-1000.0,-947.75390625,66.40625,967.7734375,0
1685051971.955261,-132.8125,-312.01171875,111.328125,967.7734375,0
1685051971.959025,-988.76953125,-976.07421875,347.16796875,967.7734375,0
1685051971.962789,-956.54296875,979.00390625,422.8515625,967.28515625,0
1685051971.966553,651.3671875,868.1640625,264.6484375,967.7734375,0
1685051971.970317,-958.984375,-574.70703125,98.14453125,967.7734375,0
1685051971.974081,-226.07421875,-379.8828125,128.41796875,967.7734375,0
1685051971.977845,-917.48046875,-959.9609375,332.51953125,967.7734375,0
1685051971.9816089,916.9921875,935.546875,491.69921875,967.7734375,0
1685051971.985373,-938.96484375,-954.1015625,376.953125,967.7734375,0
1685051971.989137,-363.28125,-235.83984375,337.890625,967.7734375,0
1685051971.9929008,-308.10546875,-413.0859375,255.859375,967.7734375,0
1685051971.996665,-893.5546875,-968.26171875,197.75390625,967.7734375,0
1685051972.000429,891.11328125,919.43359375,398.92578125,967.7734375,0
1685051972.0042286,-867.1875,-881.8359375,344.7265625,968.26171875,0
1685051972.0080283,-45.8984375,22.4609375,73.2421875,967.7734375,0
1685051972.011828,-282.71484375,-415.0390625,19.04296875,967.7734375,0
1685051972.0156276,-923.33984375,991.69921875,212.40234375,967.7734375,0
1685051972.0194273,910.15625,936.5234375,391.11328125,967.7734375,0
1685051972.023227,-880.859375,-902.83203125,362.3046875,967.7734375,0
1685051972.0270267,112.3046875,248.53515625,164.0625,967.7734375,0
1685051972.0308263,-181.640625,-351.07421875,204.58984375,967.7734375,0
1685051972.034626,-950.1953125,887.20703125,395.5078125,967.7734375,0
1685051972.0384257,912.59765625,962.890625,348.14453125,967.7734375,0
1685051972.0422254,-862.79296875,-920.8984375,280.2734375,967.7734375,0
1685051972.046025,59.08203125,386.71875,148.92578125,967.7734375,0
1685051972.0497353,-276.85546875,-343.75,14.16015625,967.28515625,0
1685051972.0534453,-932.12890625,791.015625,59.08203125,967.7734375,0
1685051972.0571556,902.83203125,988.76953125,267.08984375,967.7734375,0
1685051972.0608656,-867.67578125,-956.0546875,307.12890625,967.7734375,0
1685051972.064576,257.8125,556.15234375,67.87109375,967.7734375,0
1685051972.068286,-211.42578125,-334.47265625,-31.25,967.7734375,0
1685051972.0719962,-965.33203125,617.1875,107.421875,967.7734375,0
1685051972.0757065,922.36328125,-975.5859375,380.859375,967.7734375,0
1685051972.0794165,-901.3671875,-998.046875,338.8671875,967.28515625,0
1685051972.0831268,474.12109375,732.421875,21.97265625,967.7734375,0
1685051972.0868368,-61.5234375,-292.96875,-13.671875,967.7734375,0
1685051972.090547,988.76953125,407.71484375,102.05078125,967.7734375,0
1685051972.0942917,954.58984375,-948.73046875,157.2265625,967.7734375,0
1685051972.0980363,-963.37890625,968.26171875,199.21875,967.7734375,0
1685051972.101781,714.35546875,868.1640625,90.8203125,967.7734375,0
1685051972.1055255,181.15234375,-258.7890625,-89.84375,967.7734375,0
1685051972.10927,916.015625,188.4765625,-80.56640625,967.7734375,0
1685051972.1130147,985.3515625,-933.59375,132.32421875,967.7734375,0
1685051972.116759,987.79296875,940.4296875,370.60546875,967.7734375,0
1685051972.1205037,893.5546875,981.93359375,250.48828125,967.7734375,0
1685051972.1242483,291.9921875,-215.33203125,-131.8359375,967.7734375,0
1685051972.1279929,807.12890625,-19.53125,-148.4375,967.7734375,0
1685051972.1317375,-974.12109375,-922.8515625,68.84765625,967.7734375,0
1685051972.135482,948.2421875,917.48046875,183.59375,967.7734375,0
1685051972.1403146,991.2109375,-931.640625,64.94140625,967.7734375,0
1685051972.1451473,285.15625,-157.71484375,-120.1171875,967.28515625,0
1685051972.1499798,650.87890625,-218.75,-84.9609375,970.21484375,0
1685051972.1548123,-932.12890625,-933.10546875,44.43359375,958.984375,0
1685051972.159645,905.2734375,912.109375,100.5859375,957.03125,0
1685051972.1644776,-915.0390625,-892.578125,76.66015625,976.07421875,0
1685051972.16931,180.6640625,-104.98046875,7.8125,940.4296875,0
1685051972.1741428,330.56640625,-411.62109375,-138.671875,-966.796875,0
1685051972.1789753,-890.13671875,-980.95703125,-122.0703125,774.90234375,0
1685051972.1838078,875.9765625,925.29296875,107.421875,590.33203125,0
1685051972.1886406,-853.515625,-886.23046875,37.109375,991.69921875,0
1685051972.193473,80.078125,5.37109375,-254.39453125,925.78125,0
1685051972.1974657,-41.9921875,-610.3515625,-322.265625,-927.734375,0
1685051972.2014585,-894.04296875,861.328125,-122.0703125,660.15625,0
1685051972.205451,885.25390625,961.42578125,87.890625,191.89453125,0
1685051972.2094438,-850.09765625,-902.83203125,1.953125,950.68359375,0
1685051972.2134364,53.22265625,128.41796875,-267.08984375,936.03515625,0
1685051972.2174292,-259.27734375,-828.61328125,-175.29296875,-876.46484375,0
1685051972.2214217,-935.546875,594.23828125,59.5703125,318.84765625,0
1685051972.2254143,908.69140625,-995.1171875,11.71875,-369.62890625,0
1685051972.229407,-862.79296875,-924.8046875,-67.87109375,919.43359375,0
1685051972.2333996,76.171875,233.88671875,-201.171875,955.56640625,0
1685051972.2373924,-284.1796875,-975.5859375,-317.3828125,-894.04296875,0
1685051972.241385,-939.94140625,332.03125,-273.4375,231.93359375,0
1685051972.245049,901.3671875,-971.6796875,-69.82421875,-833.0078125,0
1685051972.248713,-859.86328125,-944.3359375,-13.671875,608.3984375,0
1685051972.252377,219.7265625,363.76953125,-245.60546875,-973.14453125,0
1685051972.256041,-350.5859375,-1000.0,-418.45703125,-948.2421875,0
1685051972.259705,996.58203125,51.26953125,-286.1328125,287.59765625,0
1685051972.263369,921.38671875,-960.9375,-18.06640625,-1000.0,0
1685051972.2670329,-882.32421875,-958.49609375,22.4609375,82.51953125,0
1685051972.2706969,400.87890625,475.5859375,-233.3984375,-948.73046875,0
1685051972.274361,-536.62109375,-1000.0,-371.58203125,-952.63671875,0
1685051972.278025,810.05859375,-151.3671875,-148.4375,366.69921875,0
1685051972.281689,996.09375,-963.8671875,-78.125,-1000.0,0
1685051972.285353,-961.42578125,-967.28515625,-148.4375,-218.75,0
1685051972.2891517,637.6953125,547.8515625,-233.3984375,-986.81640625,0
1685051972.2929506,-747.55859375,-987.79296875,-393.5546875,-926.26953125,0
1685051972.2967496,351.07421875,-302.734375,-432.6171875,254.39453125,0
1685051972.3005483,-910.64453125,-995.1171875,-258.30078125,-1000.0,0
1685051972.304347,963.8671875,-966.30859375,-103.515625,-315.91796875,0
1685051972.308146,828.125,598.6328125,-195.3125,957.03125,0
1685051972.311945,-763.671875,-900.390625,-397.94921875,-910.15625,0
1685051972.3157437,-110.83984375,-522.94921875,-437.5,268.06640625,0
1685051972.3195424,-909.66796875,875.0,-139.16015625,-1000.0,0
1685051972.3233414,971.19140625,-932.12890625,72.265625,-836.42578125,0
1685051972.3271403,848.6328125,594.23828125,-258.30078125,504.8828125,0
1685051972.330939,-748.53515625,-809.5703125,-513.671875,-802.734375,0
1685051972.33465,-306.640625,-822.75390625,-485.3515625,209.9609375,0
1685051972.3383608,-962.40234375,550.78125,-355.46875,-997.55859375,0
1685051972.3420718,-978.515625,-869.140625,-257.32421875,-1000.0,0
1685051972.3457828,723.14453125,524.90234375,-312.5,-18.5546875,0
1685051972.3494935,-894.04296875,-776.85546875,-429.19921875,-789.0625,0
1685051972.3532045,-439.453125,-1000.0,-483.3984375,290.52734375,0
1685051972.3569155,971.19140625,100.09765625,-386.71875,-970.21484375,0
1685051972.3606262,-944.82421875,-840.33203125,-217.7734375,-1000.0,0
1685051972.3643372,629.8828125,474.12109375,-167.48046875,-167.96875,0
1685051972.3680482,-892.578125,-798.828125,-400.87890625,-816.89453125,0
1685051972.371759,-860.3515625,-1000.0,-590.8203125,329.1015625,0
1685051972.37547,593.75,-199.70703125,-417.48046875,-956.0546875,0
1685051972.3792202,-830.56640625,-865.234375,-185.05859375,-1000.0,0
1685051972.3829706,479.4921875,492.1875,-329.1015625,-321.2890625,0
1685051972.386721,-861.81640625,-804.6875,-574.21875,-877.44140625,0
1685051972.3904712,-1000.0,-1000.0,-603.02734375,508.7890625,0
1685051972.3942215,7.32421875,-433.10546875,-504.39453125,-866.69921875,0
1685051972.397972,-801.7578125,-983.88671875,-322.75390625,-1000.0,0
1685051972.4017224,480.46875,571.2890625,-296.38671875,-437.01171875,0
1685051972.4054728,-860.3515625,-793.9453125,-390.13671875,-970.703125,0
1685051972.409223,-1000.0,-1000.0,-478.02734375,663.0859375,0
1685051972.4129734,-236.81640625,-673.828125,-587.890625,-750.9765625,0
1685051972.4167237,-869.62890625,756.8359375,-385.7421875,-1000.0,0
1685051972.420474,593.26171875,719.23828125,-245.60546875,-636.71875,0
1685051972.4242365,-801.7578125,-718.75,-448.2421875,789.55078125,0
1685051972.4279988,-1000.0,-1000.0,-672.8515625,938.96484375,0
1685051972.4317613,-221.6796875,-887.20703125,-584.9609375,-479.98046875,0
1685051972.4355237,-908.69140625,421.875,-300.78125,-1000.0,0
1685051972.439286,743.65234375,888.671875,-278.3203125,-831.0546875,0
1685051972.4430485,-608.88671875,-563.4765625,-452.1484375,437.98828125,0
1685051972.446811,-1000.0,-1000.0,-544.921875,-817.87109375,0
1685051972.4505732,-378.41796875,-986.81640625,-420.8984375,-68.359375,0
1685051972.4543357,963.37890625,160.64453125,-304.6875,-1000.0,0
1685051972.4580982,960.9375,-966.30859375,-349.609375,-1000.0,0
1685051972.4618604,-329.58984375,-331.54296875,-431.15234375,126.46484375,0
1685051972.465623,-1000.0,-1000.0,-540.52734375,-794.921875,0
1685051972.4695017,-515.625,-1000.0,-588.37890625,-43.9453125,0
1685051972.4733803,838.8671875,-18.5546875,-423.33984375,-1000.0,0
1685051972.4772592,-897.4609375,-864.2578125,-164.0625,-1000.0,0
1685051972.481138,-79.1015625,-97.16796875,-292.48046875,-148.4375,0
1685051972.4850166,-1000.0,-1000.0,-599.12109375,-808.59375,0
1685051972.4888954,-719.23828125,-1000.0,-560.05859375,81.54296875,0
1685051972.4927742,613.76953125,-128.41796875,-222.16796875,-1000.0,0
1685051972.4966528,-822.75390625,-818.84765625,-73.2421875,-1000.0,0
1685051972.5005317,107.421875,63.96484375,-379.39453125,-273.4375,0
1685051972.5044105,-1000.0,-1000.0,-573.2421875,-833.984375,0
1685051972.508289,-923.33984375,-1000.0,-535.64453125,146.484375,0
1685051972.512168,366.2109375,-219.7265625,-399.4140625,-1000.0,0
1685051972.516906,-784.1796875,-825.1953125,-310.05859375,-1000.0,0
1685051972.521644,147.4609375,185.05859375,-348.14453125,-457.51953125,0
1685051972.5263822,-1000.0,-1000.0,-493.65234375,-921.38671875,0
1685051972.5311203,-1000.0,-1000.0,-574.21875,172.36328125,0
1685051972.5358584,145.5078125,-288.0859375,-394.04296875,-1000.0,0
1685051972.5405965,-769.04296875,-854.00390625,-168.9453125,-1000.0,0
1685051972.5453346,154.296875,324.21875,-37.59765625,-556.640625,0
1685051972.5500727,-1000.0,-961.42578125,-291.9921875,-988.28125,0
1685051972.5548108,-1000.0,-1000.0,-594.23828125,211.42578125,0
1685051972.5595489,-11.71875,-346.19140625,-397.94921875,-1000.0,0
1685051972.564287,-781.73828125,-914.55078125,-206.54296875,-917.48046875,0
1685051972.569025,364.2578125,524.4140625,-290.52734375,-1000.0,0
1685051972.5728893,-934.5703125,-806.15234375,-487.79296875,33.69140625,0
1685051972.5767536,-1000.0,-1000.0,-518.5546875,283.69140625,0
1685051972.580618,-171.38671875,-447.265625,-407.71484375,-1000.0,0
1685051972.584482,-839.35546875,971.6796875,-284.66796875,-940.4296875,0
1685051972.5883462,542.48046875,707.03125,-284.1796875,-1000.0,0
1685051972.5922105,-834.47265625,-643.5546875,-322.265625,-63.4765625,0
1685051972.5960748,-1000.0,-1000.0,-362.3046875,283.69140625,0
1685051972.599939,-222.65625,-587.890625,-391.11328125,-1000.0,0
1685051972.6038032,-910.15625,792.96875,-276.85546875,-941.89453125,0
1685051972.6076674,757.8125,874.0234375,-82.51953125,-1000.0,0
1685051972.6115317,-611.328125,-479.4921875,-226.07421875,-145.01953125,0
1685051972.615396,-1000.0,-1000.0,-572.265625,321.2890625,0
1685051972.6191585,-192.3828125,-769.53125,-484.86328125,-1000.0,0
1685051972.622921,-965.8203125,525.390625,-238.76953125,-947.265625,0
1685051972.6266835,940.4296875,-970.703125,-206.0546875,-1000.0,0
1685051972.630446,-311.03515625,-283.203125,-388.18359375,-306.15234375,0
1685051972.6342084,-1000.0,-1000.0,-502.9296875,411.62109375,0
1685051972.637971,-321.77734375,-916.015625,-387.6953125,-958.984375,0
1685051972.6417336,953.125,262.20703125,-228.515625,-985.83984375,0
1685051972.6454961,-949.70703125,-875.9765625,-229.4921875,-1000.0,0
1685051972.6492586,-115.234375,-117.67578125,-323.73046875,-512.6953125,0
